CSVFormatType;Spectrum2DComplex
SinglePrecision;True
DataLength;801                 
First;0,000000000000E+00
Delta;5,000000000000E-01
AxisUnit;Hz
AxisValueExists;1
Signals;3
Date;06/14/2023 13:15:11

Name;Signal 2;Signal 3;Signal 4
FunctionType;SpectrumFrfH1;SpectrumFrfH1;SpectrumFrfH1
FrfMode;H1;H1;H1
Unit;(m/s^2)/N;(m/s^2)/N;(m/s^2)/N
SpectralUnit;RMS;RMS;RMS
TimeWeighting;Hanning;Hanning;Hanning
NoiseBandWidth;1,5;1,5;1,5

';Signal 2 (Real);Signal 2 (Imag.);Signal 3 (Real);Signal 3 (Imag.);Signal 4 (Real);Signal 4 (Imag.)
';(m/s^2)/N;(m/s^2)/N;(m/s^2)/N;(m/s^2)/N;(m/s^2)/N;(m/s^2)/N
3,175000000000E+02;1,998383E-02;3,785516E-01;5,212605E-02;-8,421975E-03;-5,755771E-03;1,254875E-02
3,180000000000E+02;2,228220E-02;3,833520E-01;5,194134E-02;-8,734366E-03;-5,781882E-03;1,249344E-02
3,185000000000E+02;2,662959E-02;3,882541E-01;5,196843E-02;-9,622861E-03;-5,595123E-03;1,282201E-02
3,190000000000E+02;3,030433E-02;3,934139E-01;5,528658E-02;-1,102004E-02;-6,116811E-03;1,305528E-02
3,195000000000E+02;3,047634E-02;3,989467E-01;5,564783E-02;-1,133343E-02;-6,069904E-03;1,301610E-02
3,200000000000E+02;3,494450E-02;4,052686E-01;5,645569E-02;-1,229377E-02;-5,828155E-03;1,357751E-02
3,205000000000E+02;3,996496E-02;4,112892E-01;5,860355E-02;-1,314438E-02;-6,124338E-03;1,381305E-02
3,210000000000E+02;4,315047E-02;4,143463E-01;5,942219E-02;-1,377338E-02;-5,794197E-03;1,384546E-02
3,215000000000E+02;4,848073E-02;4,202167E-01;5,989603E-02;-1,447831E-02;-5,616086E-03;1,424751E-02
3,220000000000E+02;5,405906E-02;4,267120E-01;6,190421E-02;-1,643536E-02;-5,761119E-03;1,452868E-02
3,225000000000E+02;5,941053E-02;4,314772E-01;6,332024E-02;-1,811302E-02;-5,594551E-03;1,492842E-02
3,230000000000E+02;6,472317E-02;4,349400E-01;6,371847E-02;-1,905600E-02;-5,557413E-03;1,522211E-02
3,235000000000E+02;6,920765E-02;4,395788E-01;6,591039E-02;-2,114179E-02;-5,556463E-03;1,568983E-02
3,240000000000E+02;7,387449E-02;4,453414E-01;6,645687E-02;-2,232920E-02;-5,384791E-03;1,590977E-02
3,245000000000E+02;7,933164E-02;4,514442E-01;6,667682E-02;-2,352165E-02;-5,488547E-03;1,609378E-02
3,250000000000E+02;8,512527E-02;4,560562E-01;6,747916E-02;-2,420373E-02;-5,577886E-03;1,627339E-02
3,255000000000E+02;9,030893E-02;4,604017E-01;6,915832E-02;-2,593173E-02;-5,641238E-03;1,673707E-02
3,260000000000E+02;9,920704E-02;4,647695E-01;7,025705E-02;-2,970360E-02;-5,286436E-03;1,731119E-02
3,265000000000E+02;1,037823E-01;4,662201E-01;7,073063E-02;-3,098524E-02;-5,055407E-03;1,743595E-02
3,270000000000E+02;1,111947E-01;4,722352E-01;7,257243E-02;-3,354891E-02;-4,847925E-03;1,781066E-02
3,275000000000E+02;1,151148E-01;4,760264E-01;7,288143E-02;-3,408778E-02;-5,008793E-03;1,786983E-02
3,280000000000E+02;1,194648E-01;4,778312E-01;7,155160E-02;-3,336387E-02;-4,848810E-03;1,755459E-02
3,285000000000E+02;1,274054E-01;4,811946E-01;7,261218E-02;-3,684111E-02;-4,448154E-03;1,741789E-02
3,290000000000E+02;1,373185E-01;4,853037E-01;7,350191E-02;-4,041019E-02;-4,370321E-03;1,819265E-02
3,295000000000E+02;1,433542E-01;4,878603E-01;7,388598E-02;-4,136033E-02;-4,210868E-03;1,886524E-02
3,300000000000E+02;1,495642E-01;4,898678E-01;7,351682E-02;-4,114621E-02;-4,173105E-03;1,877421E-02
3,305000000000E+02;1,545953E-01;4,932309E-01;7,476664E-02;-4,350928E-02;-4,151552E-03;1,893858E-02
3,310000000000E+02;1,657453E-01;4,976323E-01;7,606073E-02;-4,791781E-02;-3,861206E-03;1,956677E-02
3,315000000000E+02;1,713928E-01;4,986230E-01;7,631377E-02;-4,946639E-02;-3,847388E-03;1,976504E-02
3,320000000000E+02;1,802923E-01;5,015116E-01;7,626195E-02;-5,264397E-02;-3,690317E-03;1,977997E-02
3,325000000000E+02;1,857252E-01;5,030606E-01;7,600901E-02;-5,442379E-02;-3,106421E-03;2,034710E-02
3,330000000000E+02;1,960573E-01;5,039607E-01;7,564098E-02;-5,723351E-02;-2,529252E-03;2,078733E-02
3,335000000000E+02;2,051725E-01;5,052361E-01;7,540934E-02;-5,916592E-02;-2,264118E-03;2,109379E-02
3,340000000000E+02;2,113220E-01;5,067593E-01;7,568418E-02;-6,425652E-02;-2,372090E-03;2,159717E-02
3,345000000000E+02;2,208257E-01;5,064718E-01;7,487869E-02;-6,701574E-02;-2,011027E-03;2,188193E-02
3,350000000000E+02;2,269251E-01;5,065914E-01;7,453113E-02;-6,810855E-02;-1,935059E-03;2,191824E-02
3,355000000000E+02;2,322526E-01;5,056141E-01;7,419904E-02;-6,946872E-02;-1,814655E-03;2,168695E-02
3,360000000000E+02;2,423354E-01;5,067528E-01;7,341854E-02;-7,260889E-02;-1,711397E-03;2,182963E-02
3,365000000000E+02;2,513919E-01;5,073082E-01;7,270971E-02;-7,652686E-02;-1,321957E-03;2,251606E-02
3,370000000000E+02;2,584249E-01;5,051805E-01;7,142128E-02;-7,807074E-02;-1,035434E-03;2,254924E-02
3,375000000000E+02;2,688496E-01;5,052169E-01;6,967904E-02;-8,165862E-02;-3,057437E-04;2,280116E-02
3,380000000000E+02;2,743295E-01;5,031989E-01;6,923512E-02;-8,019886E-02;1,065136E-04;2,237731E-02
3,385000000000E+02;2,810068E-01;5,020958E-01;6,781067E-02;-8,358514E-02;5,151205E-04;2,247932E-02
3,390000000000E+02;2,884791E-01;5,000752E-01;6,607352E-02;-8,759629E-02;7,931761E-04;2,294523E-02
3,395000000000E+02;2,954563E-01;4,987528E-01;6,548034E-02;-8,791489E-02;1,167279E-03;2,292730E-02
3,400000000000E+02;3,035738E-01;4,970167E-01;6,448902E-02;-8,706831E-02;1,443788E-03;2,264306E-02
3,405000000000E+02;3,095552E-01;4,944122E-01;6,294965E-02;-8,896023E-02;1,647834E-03;2,255699E-02
3,410000000000E+02;3,165762E-01;4,918094E-01;6,116595E-02;-9,148552E-02;2,118135E-03;2,262314E-02
3,415000000000E+02;3,231879E-01;4,896261E-01;6,017713E-02;-9,177940E-02;2,402305E-03;2,282595E-02
3,420000000000E+02;3,284945E-01;4,871737E-01;5,796465E-02;-9,418444E-02;2,462874E-03;2,299395E-02
3,425000000000E+02;3,395462E-01;4,806851E-01;5,268684E-02;-9,962917E-02;3,506320E-03;2,331529E-02
3,430000000000E+02;3,470357E-01;4,782414E-01;5,071016E-02;-1,024645E-01;3,981699E-03;2,368711E-02
3,435000000000E+02;3,505043E-01;4,762292E-01;5,040356E-02;-1,027621E-01;3,949459E-03;2,357318E-02
3,440000000000E+02;3,587650E-01;4,725987E-01;4,827280E-02;-1,040953E-01;4,589245E-03;2,354382E-02
3,445000000000E+02;3,671749E-01;4,700010E-01;4,539887E-02;-1,058215E-01;5,345139E-03;2,353677E-02
3,450000000000E+02;3,704522E-01;4,667928E-01;4,394500E-02;-1,072132E-01;5,390020E-03;2,337389E-02
3,455000000000E+02;3,732604E-01;4,636403E-01;4,139362E-02;-1,087542E-01;5,590458E-03;2,337733E-02
3,460000000000E+02;3,776587E-01;4,597976E-01;3,939606E-02;-1,093583E-01;5,687907E-03;2,348036E-02
3,465000000000E+02;3,848929E-01;4,548646E-01;3,791187E-02;-1,097466E-01;5,890611E-03;2,328663E-02
3,470000000000E+02;3,909440E-01;4,493270E-01;3,628461E-02;-1,099404E-01;6,568213E-03;2,301765E-02
3,475000000000E+02;3,973162E-01;4,441186E-01;3,138720E-02;-1,116156E-01;7,249104E-03;2,329596E-02
3,480000000000E+02;4,007067E-01;4,420603E-01;2,767469E-02;-1,139636E-01;7,546062E-03;2,343132E-02
3,485000000000E+02;4,082999E-01;4,366697E-01;2,795788E-02;-1,126281E-01;7,803942E-03;2,304870E-02
3,490000000000E+02;4,120344E-01;4,331183E-01;2,756751E-02;-1,125917E-01;7,898998E-03;2,302356E-02
3,495000000000E+02;4,156639E-01;4,260305E-01;2,395552E-02;-1,126827E-01;8,459408E-03;2,274547E-02
3,500000000000E+02;4,191442E-01;4,220372E-01;2,134289E-02;-1,133979E-01;8,857789E-03;2,272394E-02
3,505000000000E+02;4,247475E-01;4,186676E-01;1,826457E-02;-1,141686E-01;9,415243E-03;2,249206E-02
3,510000000000E+02;4,278530E-01;4,140172E-01;1,707193E-02;-1,139573E-01;9,419778E-03;2,227400E-02
3,515000000000E+02;4,309995E-01;4,086565E-01;1,649380E-02;-1,133883E-01;9,459455E-03;2,214269E-02
3,520000000000E+02;4,341422E-01;4,042327E-01;1,340426E-02;-1,133890E-01;9,904465E-03;2,199559E-02
3,525000000000E+02;4,366337E-01;3,988390E-01;1,146304E-02;-1,128018E-01;1,019007E-02;2,173516E-02
3,530000000000E+02;4,407843E-01;3,931194E-01;7,934490E-03;-1,131245E-01;1,042383E-02;2,141166E-02
3,535000000000E+02;4,457579E-01;3,863112E-01;1,667845E-03;-1,141867E-01;1,111822E-02;2,137292E-02
3,540000000000E+02;4,480425E-01;3,828710E-01;-2,231094E-03;-1,148556E-01;1,169551E-02;2,132569E-02
3,545000000000E+02;4,498315E-01;3,775181E-01;3,154772E-05;-1,134190E-01;1,137597E-02;2,100500E-02
3,550000000000E+02;4,522883E-01;3,718320E-01;4,308878E-04;-1,117616E-01;1,122346E-02;2,094711E-02
3,555000000000E+02;4,550929E-01;3,692654E-01;-3,803231E-03;-1,119244E-01;1,173599E-02;2,103614E-02
3,560000000000E+02;4,578215E-01;3,616463E-01;-7,959255E-03;-1,107729E-01;1,246855E-02;2,015680E-02
3,565000000000E+02;4,592497E-01;3,570515E-01;-8,928031E-03;-1,102219E-01;1,260844E-02;1,991016E-02
3,570000000000E+02;4,611774E-01;3,522568E-01;-9,920753E-03;-1,093441E-01;1,250023E-02;1,972337E-02
3,575000000000E+02;4,621956E-01;3,490775E-01;-1,179987E-02;-1,089025E-01;1,269197E-02;1,938541E-02
3,580000000000E+02;4,666108E-01;3,416651E-01;-1,653610E-02;-1,077800E-01;1,339481E-02;1,874444E-02
3,585000000000E+02;4,670892E-01;3,377690E-01;-1,788217E-02;-1,071234E-01;1,347825E-02;1,884872E-02
3,590000000000E+02;4,678971E-01;3,332590E-01;-1,900090E-02;-1,062980E-01;1,350510E-02;1,861943E-02
3,595000000000E+02;4,691970E-01;3,290229E-01;-1,962112E-02;-1,058301E-01;1,365229E-02;1,853872E-02
3,600000000000E+02;4,701692E-01;3,222182E-01;-2,090738E-02;-1,041267E-01;1,366582E-02;1,817150E-02
3,605000000000E+02;4,710512E-01;3,168710E-01;-2,456669E-02;-1,021843E-01;1,408703E-02;1,775872E-02
3,610000000000E+02;4,722185E-01;3,137888E-01;-2,432608E-02;-1,024707E-01;1,430033E-02;1,763220E-02
3,615000000000E+02;4,729291E-01;3,116425E-01;-2,506588E-02;-1,021825E-01;1,431186E-02;1,764371E-02
3,620000000000E+02;4,732640E-01;3,044476E-01;-2,873762E-02;-9,889963E-02;1,452887E-02;1,732075E-02
3,625000000000E+02;4,741974E-01;2,982686E-01;-3,050968E-02;-9,754268E-02;1,455940E-02;1,721068E-02
3,630000000000E+02;4,741935E-01;2,944930E-01;-3,174331E-02;-9,701333E-02;1,447323E-02;1,673579E-02
3,635000000000E+02;4,746967E-01;2,890518E-01;-3,217952E-02;-9,586450E-02;1,467898E-02;1,617292E-02
3,640000000000E+02;4,757534E-01;2,857380E-01;-3,377346E-02;-9,414342E-02;1,474722E-02;1,596622E-02
3,645000000000E+02;4,754538E-01;2,841715E-01;-3,360204E-02;-9,390005E-02;1,448295E-02;1,586879E-02
3,650000000000E+02;4,749331E-01;2,780524E-01;-3,403459E-02;-9,264998E-02;1,467078E-02;1,541770E-02
3,655000000000E+02;4,737775E-01;2,728144E-01;-3,582714E-02;-9,083977E-02;1,488407E-02;1,514112E-02
3,660000000000E+02;4,729753E-01;2,694534E-01;-3,636313E-02;-8,999848E-02;1,497257E-02;1,509880E-02
3,665000000000E+02;4,740240E-01;2,644884E-01;-3,730742E-02;-8,892956E-02;1,502217E-02;1,492538E-02
3,670000000000E+02;4,726772E-01;2,634555E-01;-3,667070E-02;-8,819685E-02;1,489510E-02;1,481962E-02
3,675000000000E+02;4,725413E-01;2,564619E-01;-3,876432E-02;-8,564163E-02;1,503732E-02;1,415706E-02
3,680000000000E+02;4,724918E-01;2,531925E-01;-3,969619E-02;-8,495158E-02;1,515003E-02;1,399728E-02
3,685000000000E+02;4,721913E-01;2,501095E-01;-4,007573E-02;-8,427289E-02;1,530493E-02;1,372757E-02
3,690000000000E+02;4,722516E-01;2,456459E-01;-4,107131E-02;-8,232702E-02;1,556035E-02;1,341411E-02
3,695000000000E+02;4,715649E-01;2,418861E-01;-4,158356E-02;-8,115539E-02;1,567351E-02;1,312240E-02
3,700000000000E+02;4,718162E-01;2,378550E-01;-4,340263E-02;-7,971478E-02;1,547534E-02;1,268858E-02
3,705000000000E+02;4,701991E-01;2,341618E-01;-4,456583E-02;-7,760771E-02;1,556341E-02;1,274848E-02
3,710000000000E+02;4,682202E-01;2,309750E-01;-4,450377E-02;-7,683920E-02;1,560282E-02;1,259665E-02
3,715000000000E+02;4,675626E-01;2,281945E-01;-4,567948E-02;-7,486220E-02;1,564067E-02;1,227234E-02
3,720000000000E+02;4,665475E-01;2,252940E-01;-4,688450E-02;-7,282732E-02;1,573016E-02;1,197889E-02
3,725000000000E+02;4,651481E-01;2,223986E-01;-4,652543E-02;-7,204588E-02;1,569017E-02;1,171296E-02
3,730000000000E+02;4,631801E-01;2,182557E-01;-4,649568E-02;-7,172256E-02;1,566434E-02;1,154723E-02
3,735000000000E+02;4,624121E-01;2,152612E-01;-4,620998E-02;-7,087150E-02;1,568625E-02;1,158880E-02
3,740000000000E+02;4,619963E-01;2,121100E-01;-4,658114E-02;-6,950863E-02;1,567375E-02;1,123644E-02
3,745000000000E+02;4,605793E-01;2,091675E-01;-4,683359E-02;-6,836235E-02;1,559064E-02;1,092538E-02
3,750000000000E+02;4,595018E-01;2,066666E-01;-4,713284E-02;-6,764967E-02;1,554942E-02;1,062944E-02
3,755000000000E+02;4,579875E-01;2,052473E-01;-4,747027E-02;-6,643934E-02;1,561359E-02;1,058214E-02
3,760000000000E+02;4,572544E-01;2,033216E-01;-4,768810E-02;-6,497817E-02;1,564650E-02;1,058164E-02
3,765000000000E+02;4,563439E-01;2,004128E-01;-4,755870E-02;-6,472658E-02;1,546997E-02;1,027323E-02
3,770000000000E+02;4,545372E-01;1,987133E-01;-4,809187E-02;-6,361216E-02;1,540766E-02;1,002591E-02
3,775000000000E+02;4,532584E-01;1,958592E-01;-4,889886E-02;-6,193843E-02;1,529779E-02;9,614044E-03
3,780000000000E+02;4,525555E-01;1,936949E-01;-4,937719E-02;-6,018462E-02;1,533829E-02;9,372118E-03
3,785000000000E+02;4,509810E-01;1,922579E-01;-4,935628E-02;-5,886728E-02;1,552114E-02;9,412176E-03
3,790000000000E+02;4,497052E-01;1,893624E-01;-4,911883E-02;-5,841537E-02;1,548738E-02;9,060003E-03
3,795000000000E+02;4,473665E-01;1,861101E-01;-4,967945E-02;-5,639482E-02;1,543801E-02;8,701790E-03
3,800000000000E+02;4,462757E-01;1,843848E-01;-4,979799E-02;-5,525592E-02;1,533973E-02;8,350477E-03
3,805000000000E+02;4,454740E-01;1,833240E-01;-4,932928E-02;-5,449909E-02;1,515425E-02;8,301952E-03
3,810000000000E+02;4,436843E-01;1,817210E-01;-4,926804E-02;-5,310599E-02;1,496651E-02;8,277467E-03
3,815000000000E+02;4,424584E-01;1,789672E-01;-4,980962E-02;-5,133139E-02;1,513357E-02;7,803505E-03
3,820000000000E+02;4,418799E-01;1,777736E-01;-4,997872E-02;-4,998098E-02;1,520098E-02;7,345037E-03
3,825000000000E+02;4,414618E-01;1,763058E-01;-5,009999E-02;-4,894495E-02;1,506729E-02;7,415934E-03
3,830000000000E+02;4,402810E-01;1,758261E-01;-4,974663E-02;-4,767500E-02;1,500117E-02;7,264906E-03
3,835000000000E+02;4,387595E-01;1,736567E-01;-4,919105E-02;-4,712282E-02;1,464462E-02;7,109216E-03
3,840000000000E+02;4,373414E-01;1,709413E-01;-4,882797E-02;-4,511519E-02;1,443779E-02;6,899498E-03
3,845000000000E+02;4,371464E-01;1,699515E-01;-4,879772E-02;-4,340367E-02;1,441909E-02;7,007936E-03
3,850000000000E+02;4,363130E-01;1,693783E-01;-4,852654E-02;-4,313353E-02;1,440289E-02;6,839518E-03
3,855000000000E+02;4,351646E-01;1,683351E-01;-4,789295E-02;-4,310430E-02;1,422310E-02;6,404413E-03
3,860000000000E+02;4,350791E-01;1,653864E-01;-4,774067E-02;-4,164494E-02;1,393958E-02;5,836877E-03
3,865000000000E+02;4,347694E-01;1,640003E-01;-4,757196E-02;-4,009999E-02;1,376103E-02;5,945920E-03
3,870000000000E+02;4,335692E-01;1,621674E-01;-4,722581E-02;-3,839401E-02;1,392335E-02;5,802675E-03
3,875000000000E+02;4,328904E-01;1,601077E-01;-4,647439E-02;-3,726790E-02;1,363741E-02;5,681257E-03
3,880000000000E+02;4,319320E-01;1,591582E-01;-4,582949E-02;-3,676062E-02;1,340115E-02;5,685787E-03
3,885000000000E+02;4,311995E-01;1,574122E-01;-4,536513E-02;-3,588719E-02;1,317504E-02;5,359239E-03
3,890000000000E+02;4,308617E-01;1,553135E-01;-4,488394E-02;-3,518422E-02;1,318081E-02;5,178661E-03
3,895000000000E+02;4,306254E-01;1,543244E-01;-4,439223E-02;-3,475415E-02;1,343038E-02;5,372712E-03
3,900000000000E+02;4,296500E-01;1,520382E-01;-4,387657E-02;-3,447910E-02;1,296099E-02;5,212206E-03
3,905000000000E+02;4,285802E-01;1,510662E-01;-4,355508E-02;-3,413336E-02;1,298288E-02;5,315856E-03
3,910000000000E+02;4,278220E-01;1,492639E-01;-4,270131E-02;-3,395775E-02;1,273214E-02;5,367669E-03
3,915000000000E+02;4,265488E-01;1,465677E-01;-4,231052E-02;-3,270821E-02;1,272718E-02;5,298046E-03
3,920000000000E+02;4,252830E-01;1,445694E-01;-4,194655E-02;-3,150061E-02;1,276907E-02;5,392755E-03
3,925000000000E+02;4,238202E-01;1,428952E-01;-4,168101E-02;-3,083711E-02;1,264684E-02;5,305016E-03
3,930000000000E+02;4,224912E-01;1,402313E-01;-4,147235E-02;-2,980590E-02;1,244175E-02;5,090156E-03
3,935000000000E+02;4,220263E-01;1,388643E-01;-4,065655E-02;-2,932000E-02;1,243979E-02;5,117916E-03
3,940000000000E+02;4,210003E-01;1,378426E-01;-4,008723E-02;-2,975381E-02;1,243158E-02;5,143303E-03
3,945000000000E+02;4,193622E-01;1,360766E-01;-3,942715E-02;-2,945452E-02;1,241845E-02;5,006013E-03
3,950000000000E+02;4,183009E-01;1,347199E-01;-3,893622E-02;-2,870977E-02;1,224619E-02;4,594977E-03
3,955000000000E+02;4,161851E-01;1,326133E-01;-3,861511E-02;-2,770503E-02;1,223396E-02;4,679658E-03
3,960000000000E+02;4,151352E-01;1,311074E-01;-3,824049E-02;-2,696329E-02;1,187298E-02;4,679014E-03
3,965000000000E+02;4,134528E-01;1,290850E-01;-3,788927E-02;-2,638209E-02;1,165072E-02;4,780797E-03
3,970000000000E+02;4,124565E-01;1,275741E-01;-3,786869E-02;-2,605249E-02;1,172523E-02;4,855764E-03
3,975000000000E+02;4,110497E-01;1,261490E-01;-3,756717E-02;-2,541040E-02;1,175369E-02;4,628596E-03
3,980000000000E+02;4,083970E-01;1,245574E-01;-3,689497E-02;-2,472597E-02;1,187442E-02;4,666506E-03
3,985000000000E+02;4,072649E-01;1,228739E-01;-3,634454E-02;-2,464645E-02;1,195110E-02;4,507625E-03
3,990000000000E+02;4,059319E-01;1,219350E-01;-3,594649E-02;-2,393563E-02;1,176819E-02;4,166459E-03
3,995000000000E+02;4,047503E-01;1,209037E-01;-3,561145E-02;-2,359985E-02;1,178295E-02;4,294666E-03
4,000000000000E+02;4,030506E-01;1,188519E-01;-3,533536E-02;-2,281020E-02;1,185518E-02;4,267680E-03
